,0
0,0.5009464036660689
1,0.5148934050607691
2,0.5214186092847181
3,0.5183303446901774
4,0.5126519226937637
5,0.5222155807929867
6,0.5204722056186492
7,0.5221159593544531
8,0.5236600916517234
9,0.5272464634389321
10,0.5272962741581988
11,0.5350169356445507
12,0.5334728033472803
13,0.541492329149233
14,0.5366606893803546
15,0.5549412233512652
16,0.5882147838214784
17,0.6335425383542538
18,0.6952580195258019
19,0.773759713090257
20,0.7857142857142857
21,0.7554293684000797
22,0.7741083881251245
23,0.78750747160789
24,0.7936341900777047
25,0.792637975692369
26,0.8014046622833234
27,0.7968718868300458
28,0.7939330543933054
29,0.780035863717872
30,0.7842199641362821
31,0.794281729428173
32,0.8031480374576608
33,0.8020023909145249
34,0.8097728631201434
35,0.8129607491532178
36,0.8045427375971309
37,0.8108686989440127
38,0.8180414425184299
39,0.8189878461844989
40,0.8236700537955768
41,0.8240187288304444
42,0.8207312213588365
43,0.8244172145845786
44,0.824566646742379
45,0.82640964335525
46,0.8264594540745168
47,0.8285515042837218
48,0.8296971508268579
49,0.8302450687387926
50,0.8325861725443315
51,0.8298963937039251
52,0.829448097230524
53,0.8311416616855948
54,0.8313409045626619
55,0.8323869296672644
56,0.833632197648934
57,0.8334827654911336
58,0.8326857939828651
59,0.8344789798764695
60,0.8345287905957361
61,0.8321876867901973
62,0.8317892010360629
63,0.8316397688782626
64,0.8348276549113369
65,0.8331340904562662
66,0.8342299262801355
67,0.8325363618250647
68,0.828053397091054
69,0.8305439330543933
70,0.8328850368599322
71,0.8347778441920701
72,0.8344789798764695
73,0.8346284120342697
74,0.8350767085076709
75,0.8336820083682008
76,0.8362721657700737
77,0.8362223550508069
78,0.8370691372783423
79,0.8371687587168759
80,0.8351763299462044
81,0.8348276549113369
82,0.8364215979278741
83,0.835724247858139
84,0.8334827654911336
85,0.8340804941223351
86,0.8372185694361427
87,0.8371189479976091
88,0.8375174337517434
89,0.8384638374178123
90,0.8375672444710102
91,0.8372185694361427
92,0.8361725443315402
93,0.8372185694361427
94,0.8370691372783423
95,0.8348276549113369
96,0.8375672444710102
97,0.8372683801554095
98,0.8368698944012751
99,0.8345786013150029
100,0.8351265192269376
101,0.8342797369994023
102,0.835724247858139
103,0.8348774656306037
104,0.8343793584379359
105,0.8358238692966726
106,0.8363717872086073
107,0.8364215979278741
108,0.8365710300856745
109,0.8374676230324766
110,0.8390615660490137
111,0.8391113767682805
112,0.8390117553297469
113,0.8393604303646145
114,0.8392608089260809
115,0.838314405260012
116,0.8366208408049413
117,0.8383642159792788
118,0.8393106196453477
119,0.8401075911536162
120,0.8375672444710102
121,0.8406555090655509
122,0.8393106196453477
123,0.8409045626618848
124,0.8391113767682805
125,0.8399581589958159
126,0.8384140266985455
127,0.8400079697150827
128,0.8399581589958159
129,0.8403068340306834
130,0.8410539948196852
131,0.8375174337517434
132,0.8393106196453477
133,0.8388623231719466
134,0.8399083482765491
135,0.8407053197848177
136,0.8403068340306834
137,0.8413030484160191
138,0.8409543733811516
139,0.8409543733811516
140,0.8414026698545527
141,0.8397589161187488
142,0.8396094839609484
143,0.8414026698545527
144,0.8418509663279538
145,0.8421498306435545
146,0.842249452082088
147,0.8421498306435545
148,0.8426977485554892
149,0.8413030484160191
150,0.8417513448894202
151,0.8390117553297469
152,0.8393106196453477
153,0.8374178123132098
154,0.8409543733811516
155,0.8415022912930863
156,0.8425483163976888
157,0.840406455469217
158,0.8407053197848177
159,0.8413030484160191
160,0.8412034269774855
161,0.8422992628013548
162,0.8428969914325563
163,0.8437935843793585
164,0.8439928272564255
165,0.8430464235903566
166,0.840406455469217
167,0.8420502092050209
168,0.8428969914325563
169,0.8412532376967523
170,0.8421996413628213
171,0.8430962343096234
172,0.8429966128710898
173,0.8416019127316199
174,0.8427973699940227
175,0.8434947200637577
176,0.843195855748157
177,0.8445407451683602
178,0.8440426379756923
179,0.842498505678422
180,0.8427973699940227
181,0.8433452879059573
182,0.8410041841004184
183,0.8419007770472205
184,0.8428471807132895
185,0.8430464235903566
186,0.8410041841004184
187,0.8432954771866906
188,0.8430962343096234
189,0.8421000199242877
190,0.8425483163976888
191,0.8439928272564255
192,0.8433950986252241
193,0.8437437736600917
194,0.8442418808527595
195,0.8449890416417613
196,0.8454871488344292
197,0.8441920701334927
198,0.8447399880454274
199,0.8441422594142259
200,0.8443913130105599
201,0.8443913130105599
202,0.8434449093444909
203,0.8440426379756923
204,0.8441422594142259
205,0.8453875273958956
206,0.8436939629408249
207,0.8447399880454274
208,0.8436441522215581
209,0.8439928272564255
210,0.8452380952380952
211,0.8453377166766288
212,0.8462841203426977
213,0.845287905957362
214,0.844839609483961
215,0.8448894202032278
216,0.8443913130105599
217,0.8437437736600917
218,0.8448894202032278
219,0.845287905957362
220,0.8450886630802948
221,0.8431460450288902
222,0.8442418808527595
223,0.8447897987646942
224,0.8432456664674238
225,0.8452380952380952
226,0.8436441522215581
227,0.8460848774656307
228,0.8457362024307631
229,0.8457860131500299
230,0.8442418808527595
231,0.843893205817892
232,0.8394102410838813
233,0.8416517234508867
234,0.8440924486949591
235,0.8452380952380952
236,0.8448894202032278
237,0.8456365809922295
238,0.8452380952380952
239,0.8444909344490934
240,0.8459852560270971
241,0.8451384737995616
242,0.8444411237298266
243,0.8451882845188284
244,0.8461346881848973
245,0.8444411237298266
246,0.8444909344490934
247,0.8462841203426977
248,0.8457362024307631
249,0.8465331739390317
