,0
0,0.6932230889797211
1,0.6930045038461685
2,0.6925455927848816
3,0.6926009505987167
4,0.6925051361322403
5,0.6935180574655533
6,0.6925313621759415
7,0.6916284412145615
8,0.6921491026878357
9,0.691442996263504
10,0.6898093074560165
11,0.6915386915206909
12,0.6870342046022415
13,0.6870425939559937
14,0.6911259144544601
15,0.6845099478960037
16,0.6682018339633942
17,0.6559495627880096
18,0.6239915192127228
19,0.5265745520591736
20,0.5135490596294403
21,0.5595579892396927
22,0.5699945688247681
23,0.51631098985672
24,0.5043654665350914
25,0.5142136365175247
26,0.5207141786813736
27,0.5190436393022537
28,0.531916543841362
29,0.5257230401039124
30,0.5303614661097527
31,0.526635929942131
32,0.4886922985315323
33,0.508273534476757
34,0.4935450479388237
35,0.513983704149723
36,0.5123075172305107
37,0.4967832788825035
38,0.48021378368139267
39,0.48879750072956085
40,0.49543746560811996
41,0.47801318764686584
42,0.4889531061053276
43,0.5094224959611893
44,0.48749635368585587
45,0.480213463306427
46,0.4663121700286865
47,0.4865622967481613
48,0.4853425398468971
49,0.45625317841768265
50,0.457114040851593
51,0.4732339605689049
52,0.4934668019413948
53,0.4889250323176384
54,0.474099300801754
55,0.48321179300546646
56,0.48183903843164444
57,0.495017945766449
58,0.47674158215522766
59,0.49197307229042053
60,0.4679785445332527
61,0.48948006331920624
62,0.49065499007701874
63,0.49471719563007355
64,0.4777475520968437
65,0.47192639857530594
66,0.4977216124534607
67,0.4649425446987152
68,0.4690975174307823
69,0.5034897476434708
70,0.47722233831882477
71,0.4814630001783371
72,0.4568324163556099
73,0.4671595096588135
74,0.47213731706142426
75,0.4872441589832306
76,0.4571540802717209
77,0.4688284173607826
78,0.4583774209022522
79,0.45238661020994186
80,0.47800038009881973
81,0.46897339820861816
82,0.49097123742103577
83,0.466006763279438
84,0.49854379892349243
85,0.47587843239307404
86,0.4716184660792351
87,0.4697811231017113
88,0.4793141260743141
89,0.4920457601547241
90,0.5049671977758408
91,0.48548979312181473
92,0.4699168801307678
93,0.4876068904995918
94,0.48338380455970764
95,0.500824086368084
96,0.4776965379714966
97,0.4764278307557106
98,0.4788464158773422
99,0.4762476831674576
100,0.49582283943891525
101,0.4643549248576164
102,0.4797564372420311
103,0.47032982110977173
104,0.47966472804546356
105,0.454422265291214
106,0.4823325201869011
107,0.464684896171093
108,0.47016391158103943
109,0.5010998398065567
110,0.47042471170425415
111,0.485503114759922
112,0.4507707729935646
113,0.46370458602905273
114,0.4787183851003647
115,0.4607098028063774
116,0.4593408927321434
117,0.4849322959780693
118,0.4745088815689087
119,0.4609415754675865
120,0.461807057261467
121,0.4797181636095047
122,0.45426512509584427
123,0.4485621452331543
124,0.4647172912955284
125,0.46820469945669174
126,0.4652649164199829
127,0.4748760312795639
128,0.4582453891634941
129,0.48549366742372513
130,0.47137095779180527
131,0.48113009333610535
132,0.48482001572847366
133,0.46228455007076263
134,0.477291963994503
135,0.4791755750775337
136,0.4884304627776146
137,0.46989601850509644
138,0.4653252065181732
139,0.45300573855638504
140,0.46907008439302444
141,0.4745131731033325
142,0.47980864346027374
143,0.49247419089078903
144,0.47103967517614365
145,0.4741217643022537
146,0.47738782316446304
147,0.46862101554870605
148,0.47770383954048157
149,0.4705406650900841
150,0.467352993786335
151,0.47683965414762497
152,0.4652804732322693
153,0.48483122885227203
154,0.477078452706337
155,0.4707165062427521
156,0.48168549686670303
157,0.4681297168135643
158,0.4703337475657463
159,0.4570743814110756
160,0.4805634841322899
161,0.45505231618881226
162,0.46533866971731186
163,0.46684863418340683
164,0.46661321073770523
165,0.45419730246067047
166,0.46809136867523193
167,0.46469084918498993
168,0.4516947939991951
169,0.4715978056192398
170,0.4754480868577957
171,0.44151581078767776
172,0.47869282960891724
173,0.4652475118637085
174,0.4797824025154114
175,0.4758460968732834
176,0.4729582518339157
177,0.4650164395570755
178,0.4988204091787338
179,0.49503862857818604
180,0.4780886471271515
181,0.4647984206676483
182,0.4764912500977516
183,0.48021525889635086
184,0.4522126019001007
185,0.47788209468126297
186,0.47115207463502884
187,0.4545934200286865
188,0.4668220728635788
189,0.4851513206958771
190,0.48256348818540573
191,0.4380912408232689
192,0.4786248579621315
193,0.4640837609767914
194,0.48075054585933685
195,0.4506740868091583
196,0.4552256762981415
197,0.4806930646300316
198,0.4921263977885246
199,0.46566226333379745
200,0.474736750125885
201,0.47087565809488297
202,0.48047134280204773
203,0.46273277699947357
204,0.4479549825191498
205,0.4599177986383438
206,0.47951117157936096
207,0.4730656370520592
208,0.47222989052534103
209,0.46098607033491135
210,0.45248328894376755
211,0.4829286113381386
212,0.4625978618860245
213,0.4495236501097679
214,0.4906369745731354
215,0.4826095923781395
216,0.4554900825023651
217,0.48841892927885056
218,0.45833221822977066
219,0.4539613127708435
220,0.4543936550617218
221,0.4508621543645859
222,0.47071004658937454
223,0.47055163234472275
224,0.48371703922748566
225,0.4759019613265991
226,0.4371057450771332
227,0.4839213490486145
228,0.4835301339626312
229,0.4681112915277481
230,0.4563455954194069
231,0.47671885043382645
232,0.46848150342702866
233,0.49649056792259216
234,0.47434573620557785
235,0.4620622768998146
236,0.47087031602859497
237,0.47371935099363327
238,0.476626381278038
239,0.4408007264137268
240,0.45501136034727097
241,0.4892096370458603
242,0.4688481166958809
243,0.4666926860809326
244,0.458652064204216
245,0.48404568433761597
246,0.44290077686309814
247,0.47759902477264404
248,0.4723888784646988
249,0.4742485582828522
